"id","registered_name","active_ingredient","pharmaceutical_form","insurance_list","issuing","atc","license_holder"
"jqhtjIRqe9EUE36ihMmGGXP3fL","Angal® Limun 5mg+1mg komprimovana lozenga","hlorheksidin, lidokain","komprimovana lozenga",,"BR",,"PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD"
"y8zM9H3KVqFaSvSy1utBW4RBAeQ","Mozobil® 20mg/mL rastvor za injekciju","pleriksafor","rastvor za injekciju","C","SZ","L03AX16","SANOFI-AVENTIS D.O.O. BEOGRAD"
"hSrLi4UZoEs3wyoIydriwahrYPJ","Metoject 20mg/2mL rastvor za injekciju u napunjenom injekcionom špricu","metotreksat","rastvor za injekciju u napunjenom injekcionom špricu","B","SZR","L01BA01","QUATALIA D.O.O."
"7xiGWpErfgxpMsdI3LE2qzb3d3W","Bonviva® 150mg film tableta","ibandronska kiselina","film tableta",,"R","M05BA06","ROCHE D.O.O. BEOGRAD"
"dr1MQ3fXC3RWsx7aZp3pVhoXcPN","Panklav 2X 400mg/5mL+57mg/5mL prašak za oralnu suspenziju","amoksicilin, klavulanska kiselina","prašak za oralnu suspenziju","A","R","J01CR02","HEMOFARM AD VRŠAC"
"d4yGylZfmTRUQXkwD7XgPp2heW","Isosorb retard® 20mg kapsula sa produženim oslobađanjem, tvrda","izosorbiddinitrat","kapsula sa produženim oslobađanjem, tvrda","A","R","C01DA08","ZDRAVLJE AD LESKOVAC"
"k19yOAkBH7JEUNYP07xsfRxMe39","Saurus® 5mg film tableta","solifenacin","film tableta","A1","R","G04BD08","HEMOFARM AD VRŠAC"
"uorpBafHNppUKG0PAncm3rqwKd5","Urutal® 8mg tableta","betahistin","tableta",,"R","N07CA01","PREDSTAVNIŠTVO BELUPO, LIJEKOVI I KOZMETIKA D.D., BEOGRAD (VOŽDOVAC)"
"vgZFUDr5xoqP0yAcSKsl0J0vZI8","HEXAXIM 20i.j./0.5mL+12mcg/0.5mL+25mcg/0.5mL+25mcg/0.5mL+40D.j./0.5mL+8D.j./0.5mL+32D.j./0.5mL+40i.j./0.5mL+10mcg/0.5mL suspenzija za injekciju","vakcina protiv difterije, Haemophilusa influenzae tip b (konjugovana, adsorbovana), velikog kašlja (acelularna, komponentna), dečje paralize (inaktivisana), tetanusa i hepatitisa B (rekombinantna)","suspenzija za injekciju",,"Z",,"SANOFI-AVENTIS D.O.O. BEOGRAD"
"aC7RnqDS2lurf1RsCpCcB8ShkiF","PravaCor® 40mg tableta","pravastatin","tableta","A+A1","R","C10AA03","PHARMASWISS D.O.O., BEOGRAD"
"wMCQN69o4Kg8cA5qWiXiSiY5TAH","Cetirizine Alvogen® 10mg film tableta","cetirizin","film tableta","A","R","R06AE07","ALVOGEN PHARMA D.O.O."
"EzCK0vjIS4dAKvdZ8z0fLjS0sdJ","Alefoss® 70mg tableta","alendronska kiselina","tableta","A1","R","M05BA04","PHARMANOVA D.O.O. OBRENOVAC"
"cbvSNX1ebs9JGERQaboMo2qQsN6","Fosfomicin PHS 3g granule za oralni rastvor","fosfomicin","granule za oralni rastvor",,"R","J01XX01","PHARMAS D.O.O. BEOGRAD"
"JxsjD7m9KAm4Q0UaYVBJLJTbPQM","Corticin® 10mg/g+1000i.j./g mast za oči","hidrokortizon, bacitracin","mast za oči",,"R",,"GALENIKA AD BEOGRAD"
"IlSmFknIdZocMkpdeiQcyinmmjK","Aubedix 25mg prašak za koncentrat za rastvor za infuziju","bendamustin","prašak za koncentrat za rastvor za infuziju","C","SZ","L01AA09","ACTAVIS D.O.O. BEOGRAD"
"ehWnzBXJvBwvKGyxFsxSvMCwveS","Latanoprost PharmaSwiss 50mcg/mL kapi za oči, rastvor","latanoprost","kapi za oči, rastvor","A","R","S01EE01","PHARMASWISS D.O.O., BEOGRAD"
"vJzpKrvFPEuLS3KIGixn2121sXE","Aggrastat® 0.25mg/mL koncentrat za rastvor za infuziju","tirofiban","koncentrat za rastvor za infuziju",,"SZ","B01AC17","LICENTIS DOO BEOGRAD (NOVI BEOGRAD)"
"17jerPrOxkDclP8xP8csr8Eq8y5","Rispolept® Consta® 50mg/2mL prašak i rastvarač za suspenziju za injekciju","risperidon","prašak i rastvarač za suspenziju za injekciju","B","SZR","N05AX08","PREDSTAVNIŠTVO JANSSEN-CILAG KFT BEOGRAD"
"sOymxDTWWIGy2KynebDRzbLCHQI","Saurus® 10mg film tableta","solifenacin","film tableta","A1","R","G04BD08","HEMOFARM AD VRŠAC"
"Cvn6sOTZsBnsvH2iGyqXA4gjvMS","Valsaros® 10mg+80mg film tableta","rosuvastatin, valsartan","film tableta",,"R",,"KRKA-FARMA D.O.O. BEOGRAD"
"wPsHUYUoz7ypi8sZpZjyFsBKNE3","Rebif® 44mcg/ 0.5mL rastvor za injekciju u napunjenom injekcionom špricu","interferon beta-1a","rastvor za injekciju u napunjenom injekcionom špricu","C","SZR","L03AB07","MERCK D.O.O. BEOGRAD"
"vPaRE5lrT0misocLzlo8644SvoY","Abelcet® 5mg/mL koncentrat za suspenziju za infuziju","amfotericin B","koncentrat za suspenziju za infuziju",,"SZ","J02AA01","ACTAVIS D.O.O. BEOGRAD"
"YAzsFhbDKtdnrpcqpoQ59yBpFvB","Primovist® 0.25mmol/mL rastvor za injekciju u napunjenom injekcionom špricu","gadoksetinska kiselina","rastvor za injekciju u napunjenom injekcionom špricu","B","Z","V08CA10","BAYER D.O.O. BEOGRAD"
"u2fwFzech7A5SeJ90ICSBVaLNzO","Klometol® 10mg/2mL rastvor za injekciju","metoklopramid","rastvor za injekciju","B","Z","A03FA01","GALENIKA AD BEOGRAD"
"NPrsgzvJUkfxTBgBux17F60IjMP","Verapamil 80mg film tableta","verapamil","film tableta","A","R","C08DA01","HEMOFARM AD VRŠAC"
"TGKER66P0hPwWHXyUHOkTAGUea8","Elumela® 50mg kapsula, tvrda","pregabalin","kapsula, tvrda",,"R","N03AX16","HEMOFARM AD VRŠAC"
"Pdr7VQKZax0vjBshdc4EyC88IQZ","Kansen® 1% krem","klotrimazol","krem",,"BR","D01AC01","ACTAVIS D.O.O. BEOGRAD"
"eI7BKakzcHpX6DUkkW85rn8ya7Q","Rapidol® Plus 500mg+150mg film tableta","paracetamol, ibuprofen","film tableta",,"BR","N02BE51","PHARMASWISS D.O.O., BEOGRAD"
"cRgS3W56GepOgvxfZHBjnosZBC1","Tantum Verde® 3mg lozenga","benzidamin","lozenga",,"BR","A01AD02","BONIFAR D.O.O. NOVI BEOGRAD"
"kbfsK9jTiHlKa9nqu9odpahNyiP","Enbrel® 25mg/mL prašak i rastvarač za rastvor za injekciju","etanercept","prašak i rastvarač za rastvor za injekciju","C","SZR","L04AB01","PFIZER SRB D.O.O."
"5VZjvuP9ngxFRqTR7NwCFoUyE9A","Propafen 300mg film tableta","propafenon","film tableta","A","R","C01BC03","HEMOFARM AD VRŠAC"
"eXUUIqGjyoXxxiryQ6PLXbwdonH","Targocid® 200mg/3mL prašak i rastvarač za rastvor za injekciju/infuziju","teikoplanin","prašak i rastvarač za rastvor za injekciju/infuziju","B","SZ","J01XA02","SANOFI-AVENTIS D.O.O. BEOGRAD"
"ROMsEQRELD09q4LO2MVwRLk2TJZ","Corace® Plus 5mg+25mg tableta","ramipril, hidrohlortiazid","tableta","A","R","C09BA05","ADOC D.O.O. BEOGRAD"
"2xgB7hui0kZiprhTxL85gSW54xW","Nexium® 20mg gastrorezistentna tableta","esomeprazol","gastrorezistentna tableta",,"R","A02BC05","PREDSTAVNIŠTVO ASTRAZENECA UK LIMITED BEOGRAD"
"kohe1dfQvTQ1elh1M6pwpbi35JO","Mertenil® 40mg film tableta","rosuvastatin","film tableta",,"R","C10AA07","PREDSTAVNIŠTVO RICHTER GEDEON NYRT"
"t2R9vG7feJOrSzOjjIpDiOhl7f1","Leucovorin® Kalcijum 50mg/5mL rastvor za injekciju","kalcijum-folinat","rastvor za injekciju","B","SZ","V03AF03","PFIZER SRB D.O.O."
"V2riryIZDHLXoWbzWvwJW3kPPdH","Oftidor® PF 20mg/mL kapi za oči, rastvor","dorzolamid","kapi za oči, rastvor",,"R","S01EC03","PHARMASWISS D.O.O., BEOGRAD"
"0FRqBYbFGvFXcuru87M1P8YRjEA","Gentamicin Krka 80mg/2mL rastvor za injekciju/infuziju","gentamicin","rastvor za injekciju/infuziju","B","Z","J01GB03","KRKA-FARMA D.O.O. BEOGRAD"
"1r0qlQUTZgUqi6L80DeZGknOmbA","Ultiva® 2mg prašak za koncentrat za rastvor za injekciju/infuziju","remifentanil","prašak za koncentrat za rastvor za injekciju/infuziju","B","SZN","N01AH06","PREDSTAVNIŠTVO GLAXOSMITHKLINE EXPORT LIMITED, BEOGRAD (NOVI BEOGRAD)"
"j2RPWkcsKicvTb6Alp607wdfFm","Fortecortin® 8mg tableta","deksametazon","tableta",,"R","H02AB02","MERCK D.O.O. BEOGRAD"
"XcNW2SY6S5J5hw8fOfFQupsLNQY","Tadorsyo® 20mg film tableta","tadalafil","film tableta",,"R","G04BE08","KRKA-FARMA D.O.O. BEOGRAD"
"aEoPHFYD2sg7OOZSFwu8CJmOVzG","Remens® 17.9mg+37.2mg+37.2mg+37.2mg+37.2mg tableta","cimicifuga racemosa trit. D1, sanguinaria canadensis trit. D6, jaborandi trit. D6, sepia officinalis trit. D12, lachesis mutus trit. D12","tableta",,"BR",,"FARMALOGIST D.O.O. BEOGRAD"
"QuNs7ignCUN0Dlg6Ur7HQBAqLdO","Strepsils® limun bez šećera 1.2mg+0.6mg lozenga","2,4-dihlorbenzilalkohol, amilmetakrezol","lozenga",,"BR",,"NELT CO. D.O.O. BEOGRAD"
"EPl6VtJbHIvE0qlYIP1hF7Tn547","Aviomarin® 50mg tableta","dimenhidrinat","tableta",,"BR","R06AA02","ACTAVIS D.O.O. BEOGRAD"
"NYrdkwH8dP8cWLbJkyzJRCSiRh6","Sandostatin® LAR® 30mg prašak i rastvarač za suspenziju za injekciju","oktreotid","prašak i rastvarač za suspenziju za injekciju","B","Z","H01CB02","PREDSTAVNIŠTVO NOVARTIS PHARMA SERVICES INC. BEOGRAD (NOVI BEOGRAD)"
"Cv9p3KglX2QIchkOYAKWD5bbxdY","Sinplatin® 10mg/10mL koncentrat za rastvor za infuziju","cisplatin","koncentrat za rastvor za infuziju","B","SZ","L01XA01","ACTAVIS D.O.O. BEOGRAD"
"8W7UVqZD0CJYmVoOWpt4cqauqUU","Wellbutrin® XR 150mg tableta sa modifikovanim oslobađanjem","bupropion","tableta sa modifikovanim oslobađanjem","A1","R","N06AX12","PREDSTAVNIŠTVO GLAXOSMITHKLINE EXPORT LIMITED, BEOGRAD (NOVI BEOGRAD)"
"xteh4SnoXxaFzuuqLCiGA5jpZGT","BELERIUS® 2.5mg oralna disperzibilna tableta","desloratadin","oralna disperzibilna tableta",,"R","R06AX27","PREDSTAVNIŠTVO BELUPO, LIJEKOVI I KOZMETIKA D.D., BEOGRAD (VOŽDOVAC)"
"u798KWbUYecdufrMCgI8GUJUN3H","MODUXIN® MR 35mg tableta sa produženim oslobađanjem","trimetazidin","tableta sa produženim oslobađanjem","A1","R","C01EB15","PREDSTAVNIŠTVO RICHTER GEDEON NYRT"
"DjPOfS7d4DgGoCwOvgCu4DWDeeL","Imnovid® 4mg kapsula, tvrda","pomalidomid","kapsula, tvrda",,"SZR",,"BENIFARM D.O.O."
"BgDSLN2e1o3tEEcILoe8DozOovL","Mirapexin® 3mg tableta sa produženim oslobađanjem","pramipeksol","tableta sa produženim oslobađanjem","A1","R","N04BC05","BOEHRINGER INGELHEIM SERBIA D.O.O. BEOGRAD"
"PEI4TkEPf9BKAoOAXhm6Az0LMd4","Kornam® 2mg tableta","terazosin","tableta",,"R","G04CA03","PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD"
"8zGEGp96gbMbO9XpVb194MqzJZS","Ksalol® 0.5mg tableta","alprazolam","tableta","A1","R","N05BA12","GALENIKA AD BEOGRAD"
"AGrcDTWzmH8r0qMKaQ6gx1Df68O","Diflucan® 150mg kapsula, tvrda","flukonazol","kapsula, tvrda",,"R","J02AC01","PFIZER SRB D.O.O."
"KohUNGNZua84UUXCgO2lDNRKmVC","Anbol® 300mg tableta; strip, 50x10kom","acetilsalicilna kiselina","tableta",,"Z","N02BA01","GALENIKA AD BEOGRAD"
"b3l1Q9tX9pbVV3Zq7islTz5dfxB","Pikovit® forte 5000i.j.+400i.j.+60mg+1.5mg+1.7mg+2mg+6mcg+20mg+0.4mg+10mg+15mg obložena tableta","retinol, holekalciferol, askorbinska kiselina, tiamin, riboflavin, piridoksin, cijanokobalamin, nikotinamid, folna kiselina, kalcijum-pantotenat, tokoferol","obložena tableta",,"BR",,"KRKA-FARMA D.O.O. BEOGRAD"
"aJ8y8ZinPT8FwxX855IDCdZExh5","MONOSAN® 40mg tableta","izosorbidmononitrat","tableta","A","R","C01DA14","SLAVIAMED DOO BEOGRAD"
"ceJJgEdRwMI7Wq2td80vQNZj6hN","Moderiba 600mg film tableta","ribavirin","film tableta",,"SZR","J05AB04","PREDSTAVNIŠTVO ABBVIE BIOPHARMACEUTICALS GMBH BEOGRAD-NOVI BEOGRAD"
"0GMOZfOpP0a6ugtDU6hGurWSKBD","Voramol® 200mg prašak za rastvor za infuziju","vorikonazol","prašak za rastvor za infuziju","B","SZ","J02AC03","ALVOGEN PHARMA D.O.O."
"jSgjaWavkoqeHZKPNiTJDN2WB0O","RELIKA® 2mg tableta","perindopril","tableta",,"R","C09AA04","ALKALOID D.O.O. BEOGRAD"
"FLJXciS8NlaqpYjimhu8zuEtqB9","Sedacur® 75mg+23mg+45mg obložena tableta","valerijana (Valeriana officinalis), suvi ekstrakt korena, hmelj (Humulus lupulus), suvi ekstrakt cvasti hmelja, matičnjak (Melissa officinalis), suvi ekstrakt lista","obložena tableta",,"BR",,"GOODWILL PHARMA D.O.O. SUBOTICA"
"deqRMVtib9WcZMTy5ylkL7E37Z2","Levofloxacin INNventa 500mg/100mL rastvor za infuziju","levofloksacin","rastvor za infuziju",,"SZ","J01MA12","INNVENTA PHARM DOO"
"fVRXsjdppcWiVdZbBhTULKJ1jnE","Yaz® 3mg+0.02mg film tableta","drospirenon, etinilestradiol","film tableta",,"R","G03AA12","BAYER D.O.O. BEOGRAD"
"hUXaIgmkE1tPHJQExmYnzzfGckT","Aranesp® 500mcg/mL rastvor za injekciju u napunjenom injekcionom špricu","darbepoetin alfa","rastvor za injekciju u napunjenom injekcionom špricu",,"SZR","B03XA02","AMICUS SRB D.O.O."
"ijwJ4O81NHLWOVklUmDVzgx6NUQ","Eylea® 40mg/mL rastvor za injekciju; napunjen injekcioni špric","aflibercept","rastvor za injekciju",,"SZ","S01LA05","BAYER D.O.O. BEOGRAD"
"cKi7AUFJDkGUNWMeLm5o6grLYD7","Komboglyze® 850mg+2.5mg film tableta","metformin, saksagliptin","film tableta",,"R","A10BD10","PREDSTAVNIŠTVO ASTRAZENECA UK LIMITED BEOGRAD"
"EavmkeHxlPlsjaCmDQCDnIpy0BT","Salmeterol/Flutikazonpropionat 25mcg/doza+250mcg/doza suspenzija za inhalaciju pod pritiskom","salmeterol, flutikazon","suspenzija za inhalaciju pod pritiskom",,"R","R03AK06","PHARMASWISS D.O.O., BEOGRAD"
"ZlmaTO43a70gnODdVcREYHw5xGF","Presolol® 50mg film tableta","metoprolol","film tableta","A","R","C07AB02","HEMOFARM AD VRŠAC"
"CB7kT7NANlfZDKDfcDFI5C90qZJ","Martxel® 100mg prašak za koncentrat za rastvor za infuziju","pemetreksed","prašak za koncentrat za rastvor za infuziju","C","SZ","L01BA04","INNVENTA PHARM DOO"
"ortQfhtyLaWUqAf2B7wOCfT8DJ4","Prilazid® 2.5mg film tableta","cilazapril","film tableta","A1","R","C09AA08","GALENIKA AD BEOGRAD"
"aqYPpvcrnaIvrLBnAne6oT2U4UO","Aminoplasmal® B.Braun 10% E 5g/L+8.9g/L+6.85g/L+4.4g/L+4.7g/L+4.2g/L+1.6g/L+6.2g/L+11.5g/L+3g/L+10.5g/L+12g/L+5.6g/L+7.2g/L+5.5g/L+2.3g/L+0.4g/L+2.858g/L+0.36g/L+2.453g/L+0.508g/L+3.581g/L rastvor za infuziju","izoleucin, leucin, lizin, metionin, fenilalanin, treonin, triptofan, valin, arginin, histidin, alanin, glicin, asparaginska kiselina, glutaminska kiselina, prolin, serin, tirozin, natrijum-acetat, natrijum-hidroksid, kalijum-acetat, magnezijum-stearat, magnezijum-hlorid, dinatrijum-fosfat","rastvor za infuziju","B","SZ","B05BA10","B.BRAUN ADRIA RSRB D.O.O. BEOGRAD"
"XXtW0HOi4XkJrQyGHloALETfbG3","Kortacta® 5mg film tableta","ivabradin","film tableta",,"R","C01EB17","ACTAVIS D.O.O. BEOGRAD"
"rHSXiAEOfEIVsAkGnY1288E2fY8","Fortecortin® 4mg/mL rastvor za injekciju","deksametazon","rastvor za injekciju",,"Z","H02AB02","MERCK D.O.O. BEOGRAD"
"PgCqSFtMmca8blKVHQ8YmBj9yvB","Perigard® Plus 4mg+1.25mg tableta","perindopril, indapamid","tableta","A1","R","C09BA04","PHARMASWISS D.O.O., BEOGRAD"
"aTqzagMNp44gco73wb2YiCew8RY","Cefaleksin 250mg kapsula, tvrda","cefaleksin","kapsula, tvrda","A","R","J01DB01","HEMOFARM AD VRŠAC"
"DhLot3l5GS4GfG6rg459pPXtg9","Octanate® 500 50i.j./mL prašak i rastvarač za rastvor za injekciju","koagulacioni faktor VIII, humani","prašak i rastvarač za rastvor za injekciju","B","SZR","B02BD02","PREDSTAVNIŠTVO OCTAPHARMA AG BEOGRAD-VOŽDOVAC"
"C22nzwhCZENCc8wlt9jxN86vNIQ","Nebilet® Plus 5/12.5 5mg+12.5mg film tableta","nebivolol, hidrohlortiazid","film tableta","A1","R","C07BB12","PREDSTAVNIŠTVO BERLIN-CHEMIE AG BEOGRAD (NOVI BEOGRAD)"
"dNuAODWMM2X1mDDF6dNTDy99Tw1","Ranexa® 750mg tableta sa produženim oslobađanjem","ranolazin","tableta sa produženim oslobađanjem",,"R","C01EB18","PREDSTAVNIŠTVO BERLIN-CHEMIE AG BEOGRAD (NOVI BEOGRAD)"
"lfRN07Lihn4gyjpnlmlpiARCwdS","Levetiracetam Cipla 750mg film tableta","levetiracetam","film tableta",,"R","N03AX14","EVROPA LEK PHARMA D.O.O. BEOGRAD"
"DQadrPq6XfmmWiRWEBuoLNv9wU9","Clozapine Remedica 100mg tableta","klozapin","tableta","A1","R","N05AH02","FARMALOGIST D.O.O. BEOGRAD"
"KgJfqTuepSvgXYJ3nGlwNEctm3M","Cellcept® 250mg kapsula, tvrda","mikofenolna kiselina","kapsula, tvrda","A1","SZR","L04AA06","ROCHE D.O.O. BEOGRAD"
"qaDX3HrA5vwaO1l3i6GV8oH9GF4","Leponex® 25mg tableta","klozapin","tableta","A1","R","N05AH02","PREDSTAVNIŠTVO BGP PRODUCTS SWITZERLAND GMBH BEOGRAD-NOVI BEOGRAD"
"b7DEiqsaABNfqgQ830PNWlxKodZ","Granisetron-Teva 3mg/3mL koncentrat za rastvor za injekciju/infuziju","granisetron","koncentrat za rastvor za injekciju/infuziju","B","Z","A04AA02","TEVA SERBIA D.O.O. BEOGRAD"
"86OY5YGCkJUVE8GVvucziidLcQY","Betahistin PharmaS 24mg tableta","betahistin","tableta",,"R","N07CA01","PHARMAS D.O.O. BEOGRAD"
"M8vBRRFM9AiPwP7gBiQd1iNbi7E","Immunine 600i.j./5mL prašak i rastvarač za rastvor za injekciju/infuziju","koagulacioni faktor IX, humani","prašak i rastvarač za rastvor za injekciju/infuziju","B","SZR","B02BD04","FARMIX DOO BEOGRAD"
"bFavzEhwyi6XcInNBQ1binv00hQ","Mertenil® 20mg film tableta","rosuvastatin","film tableta","A+A1","R","C10AA07","PREDSTAVNIŠTVO RICHTER GEDEON NYRT"
"iIzdfmBWoziMDTcWnq3MD9zAp5X","Codexy® PR 10mg tableta sa produženim oslobađanjem","oksikodon","tableta sa produženim oslobađanjem",,"NR",,"ACTAVIS D.O.O. BEOGRAD"
"lpv8dL9NUxPMMRLaEJEVlYyRYn4","Lybrol® 1.25mg tableta","bisoprolol","tableta",,"R","C07AB07","JGL D.O.O. BEOGRAD-SOPOT"
"ecBjCX5FtE0zH4atLsW3GY0bbJ4","Cefalexin Alkaloid® 250mg/5mL prašak za oralnu suspenziju","cefaleksin","prašak za oralnu suspenziju","A","R","J01DB01","ALKALOID D.O.O. BEOGRAD"
"o1xNkgABmoDrJeKCBQ1cGHprTN","Didermal® 0.5mg/g+1mg/g krem","betametazon, gentamicin","krem",,"R","D07CC01","GALENIKA AD BEOGRAD"
"LT9Z0gb7iK5KS4kECpqWghDWUOF","Olynth® 0.1% kapi za nos, rastvor","ksilometazolin","kapi za nos, rastvor",,"BR","R01AA07","PREDSTAVNIŠTVO JOHNSON & JOHNSON S.E. INC. BEOGRAD (NOVI BEOGRAD)"
"N1cyvvXahXgixkLP70OWZcnjmk1","Eliquis® 5mg film tableta","apiksaban","film tableta",,"R","B01AF02","PREDSTAVNIŠTVO PFIZER H.C.P. CORPORATION, BEOGRAD"
"A6txTdxSTXGFD5aiIU4XHGCqt16","Beriate® 1000i.j./10mL prašak i rastvarač za rastvor za injekciju/infuziju","koagulacioni faktor VIII, humani","prašak i rastvarač za rastvor za injekciju/infuziju","B","SZR","B02BD02","PHARMASWISS D.O.O., BEOGRAD"
"vDOxjJtw07Vxz08NBmm4BtveCo7","Picoprep® 10mg+3.5g+12g prašak za oralni rastvor","natrijum-pikosulfat, magnezijum-oksid, laki, limunska kiselina, bezvodna","prašak za oralni rastvor",,"R","A06AB58","GOODWILL PHARMA D.O.O. SUBOTICA"
"5MvOuokMy90n66yIO7NNndvYF5D","Sedacoron 200mg tableta","amjodaron","tableta","A","R","C01BD01","PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD"
"FSp2m6BEJoDgge2Tsvu7SsPuD1S","MEDOCLAV® 1000mg+200mg prašak za rastvor za injekciju/infuziju","amoksicilin, klavulanska kiselina","prašak za rastvor za injekciju/infuziju","B","Z","J01CR02","FARMALOGIST D.O.O. BEOGRAD"
"dZbrDN9O4PpoHjaxIZ5xU9k5FWV","Lekadol® Plus C 500mg+300mg granule za oralni rastvor","paracetamol, askorbinska kiselina","granule za oralni rastvor",,"BR","N02BE51","PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD"
"utdvmQNSxTPlBSussFrVsGb6RpZ","Dormicum® 5mg/5mL rastvor za injekciju","midazolam","rastvor za injekciju","B","Z","N05CD08","ROCHE D.O.O. BEOGRAD"
"yLe99bNJQMLTW0DDpTChde6AAVU","Eliquis® 2.5mg film tableta","apiksaban","film tableta","B","R","B01AF02","PREDSTAVNIŠTVO PFIZER H.C.P. CORPORATION, BEOGRAD"
"6OD4F6mctG7P3c7ERCoY2a9Le5I","Rissar® 2mg film tableta","risperidon","film tableta","A","R","N05AX08","ALKALOID D.O.O. BEOGRAD"
"Dux8YUb4x23wWYnm5xpTTOCU7cL","Lemod® - Solu 125mg/2mL prašak i rastvarač za rastvor za injekciju/infuziju","metilprednizolon","prašak i rastvarač za rastvor za injekciju/infuziju","B","Z","H02AB04","HEMOFARM AD VRŠAC"
"S1uBGwZCRt6tOOWTjn7eq6CFehE","Halaven 0.44mg/mL rastvor za injekciju","eribulin","rastvor za injekciju",,"SZ","L01XX41","EWOPHARMA D.O.O. BEOGRAD"
"VnZBNEsIbeTSlDmY7fTH2GmC5EZ","Duloksetin Teva 60mg gastrorezistentna kapsula, tvrda","duloksetin","gastrorezistentna kapsula, tvrda",,"R","N06AX21","ACTAVIS D.O.O. BEOGRAD"
"ssa7T21IiCPzDhphizzLDAwryqL","Ibumax®Rp 400mg film tableta","ibuprofen","film tableta",,"R","M01AE01","HEMOFARM AD VRŠAC"
"qYKXCfHpB1FANInO3tQxyKugHnR","Cancidas® 50mg prašak za koncentrat za rastvor za infuziju","kaspofungin","prašak za koncentrat za rastvor za infuziju","B","SZ","J02AX04","MERCK SHARP & DOHME D.O.O."
"rVaPE4XQN1c60Id7BN4nODvJypB","Kalijum hlorid 7,45% B.Braun 1mmol/mL koncentrat za rastvor za infuziju","kalijum-hlorid","koncentrat za rastvor za infuziju","B","Z","B05XA01","B.BRAUN ADRIA RSRB D.O.O. BEOGRAD"
"oW6IPYpPCnbQ4EvySHGhpuTvEaN","BENOXI 4mg/mL kapi za oči, rastvor","oksibuprokain","kapi za oči, rastvor",,"R","S01HA02","PREDSTAVNIŠTVO UNIMED PHARMA S.R.O. BEOGRAD (NOVI BEOGRAD)"
"2xDV1kgT3m5lAlzEywIRIrUBvuH","Prexanil® Combi 5mg+1.25mg film tableta","perindopril, indapamid","film tableta","A1","R","C09BA04","SERVIER D.O.O."
"bJSpstFLx3bbSsj9DNfB6soWQMA","Monopril® 10mg tableta","fosinopril","tableta","A1","R","C09AA09","PHARMASWISS D.O.O., BEOGRAD"
"0aCfDkjVncYp1lNDSlS5RRFwXM4","Nimbex® 2mg/mL rastvor za injekciju/infuziju","cisatrakurijum-besilat","rastvor za injekciju/infuziju","B","SZ","M03AC11","PREDSTAVNIŠTVO GLAXOSMITHKLINE EXPORT LIMITED, BEOGRAD (NOVI BEOGRAD)"
"fTFTGWNAohL8D56WhVfue2gVASX","Avonex® 30mcg/0.5mL rastvor za injekciju u penu sa uloškom","interferon beta-1a","rastvor za injekciju u penu sa uloškom",,"SZR","L03AB07","MEDIS PHARMA D.O.O. BEOGRAD"
"XxWrot5CnmlSm0nHQ64GEI3JOZI","Evoltra® 1mg/mL koncentrat za rastvor za infuziju","klofarabin","koncentrat za rastvor za infuziju",,"SZ","L01BB06","SANOFI-AVENTIS D.O.O. BEOGRAD"
"gQIHK13mHZlAg0vq2JPTLlSMJ56","Gemcitabin 2000mg prašak za rastvor za infuziju","gemcitabin","prašak za rastvor za infuziju",,"SZ","L01BC05","FRESENIUS KABI D.O.O. BEOGRAD"
"Q5oYA9p7tB0faIVZyLqKmRwO7kW","Implicor® 50mg+7.5mg film tableta","metoprolol, ivabradin","film tableta",,"R",,"SERVIER D.O.O."
"LiHnI49Ly563Ytl2FkEiQl9xRRA","Invirase® 500mg film tableta","sakvinavir","film tableta","A","R","J05AE01","ROCHE D.O.O. BEOGRAD"
"Cn1hNEf5GXlgqQkoPtuXaX4U5jE","Binocrit® 4000i.j./0.4mL rastvor za injekciju u napunjenom injekcionom špricu","epoetin alfa","rastvor za injekciju u napunjenom injekcionom špricu",,"SZR","B03XA01","PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD"
"h1r0oYphY8rLPGjHG9LRGCIl4mE","Jurnista® 8mg tableta sa produženim oslobađanjem","hidromorfon","tableta sa produženim oslobađanjem","A","NR","N02AA03","PREDSTAVNIŠTVO JANSSEN-CILAG KFT BEOGRAD"
"HJKWkxdOKXqODcKgnXOK1b1h6wH","Primaceph® 1g prašak za rastvor za injekciju/infuziju","cefazolin","prašak za rastvor za injekciju/infuziju","B","Z","J01DB04","PHARMASWISS D.O.O., BEOGRAD"
"LZGlLhhbbf3IK5glZ8W422MtXjK","Tamiflu® 45mg kapsula, tvrda","oseltamivir","kapsula, tvrda",,"R","J05AH02","ROCHE D.O.O. BEOGRAD"
"bI5anBjOMpG2qnpx2sXw8ysF6kW","Andol® 100 100mg tableta","acetilsalicilna kiselina","tableta",,"BR","B01AC06","ACTAVIS D.O.O. BEOGRAD"
"4NkjwtAu3I9F27DlzzCou8cJZ54","Baralgetas® 5mg+0.1mg+500mg tableta","pitofenon, fenpiverinijum-bromid, metamizol-natrijum","tableta",,"R","A03DA02","UNION-MEDIC D.O.O. NOVI SAD"
